"","method","datalength","featureset","seconds","ntraindata","ntestdata","cor","corll","corul","rmse"
"63","ranger","max","hudgins",2,2978,331,0.585766274512656,0.510181734412752,0.652372086344219,17.3350761186636
"64","ranger","same","hudgins",2,993,110,0.513076738295549,0.360464857371605,0.638936098529699,21.0707280586564
"65","lm","max","all",3,1985,221,0.278907399128464,0.152551218576365,0.396292027042032,20.0586973468548
"66","lm","same","all",3,993,110,0.278356314120605,0.096124860841118,0.442533027665655,20.2256855155378
"67","lm","max","du",3,1985,221,0.25364036194816,0.125882818294296,0.373122009957637,20.240033524858
"68","lm","same","du",3,993,110,0.268438592609715,0.0854943131548544,0.433872401474802,20.2819753048721
"69","lm","max","rms",3,1985,221,0.253112577224249,0.125327723369475,0.372636434055532,20.2315984386641
"70","lm","same","rms",3,993,110,0.235971632370184,0.0509827725271246,0.405305224370329,20.4096528807125
"71","lm","max","hudgins",3,1985,221,0.283496383935782,0.157414543946326,0.40048416963778,20.0261342316697
"72","lm","same","hudgins",3,993,110,0.259048100527959,0.0754671335226233,0.425643902300559,20.3011718661317
"73","knn","max","all",3,1985,221,0.500654275707025,0.394765993752776,0.593417276092246,18.5774605153744
"74","knn","same","all",3,993,110,0.446073367828329,0.282420642951645,0.584495743756097,18.8842355527837
"75","knn","max","du",3,1985,221,0.500654275707025,0.394765993752776,0.593417276092246,18.5774605153744
"76","knn","same","du",3,993,110,0.445948045478004,0.282276671867662,0.584392737899856,18.8858638100525
"77","knn","max","rms",3,1985,221,0.522501196988382,0.419453415213876,0.612254363266482,18.1775825748322
"78","knn","same","rms",3,993,110,0.430556488700946,0.264650634982456,0.571707984376833,19.0416932821834
"79","knn","max","hudgins",3,1985,221,0.285347938725515,0.159378522246826,0.402174221802833,20.5724150554683
"80","knn","same","hudgins",3,993,110,0.2468688532336,0.0625171869980622,0.414930534581138,21.0969601961372
"81","svmPoly","max","all",3,1985,221,0.477534363898768,0.368805537407417,0.573371291604042,18.4845836295089
"82","svmPoly","same","all",3,993,110,0.460462327801404,0.298999930501395,0.596292832323679,18.7399720097104
"83","svmPoly","max","du",3,1985,221,0.423035124975211,0.308274363322265,0.525659600613915,18.9993928560347
"84","svmPoly","same","du",3,993,110,0.434404990811911,0.269047477236921,0.574886017345231,19.0174578884405
"85","svmPoly","max","rms",3,1985,221,0.403975296989716,0.287322086278564,0.508819773914554,19.2061571464544
"86","svmPoly","same","rms",3,993,110,0.407288278347419,0.238213253822211,0.552402812987479,19.340006652005
"87","svmPoly","max","hudgins",3,1985,221,0.39210181341123,0.274325876920632,0.498288540724222,19.235136896332
"88","svmPoly","same","hudgins",3,993,110,0.373406063128755,0.200159143667636,0.524010252640533,19.7683925532834
"89","ranger","max","all",3,1985,221,0.662945256133542,0.581882763472835,0.730964619905693,15.8618467675549
"90","ranger","same","all",3,993,110,0.620786167017947,0.49056665395146,0.723885426451606,16.6807571569613
"91","ranger","max","du",3,1985,221,0.680967938404879,0.603205692925864,0.745905968510104,15.4532781716358
"92","ranger","same","du",3,993,110,0.59102050270167,0.454022810544822,0.700718027515379,17.1527881726969
"93","ranger","max","rms",3,1985,221,0.623003360735607,0.535020730713033,0.697617521392684,16.4051642341193
"94","ranger","same","rms",3,993,110,0.582791534595051,0.444000634979887,0.694272123321318,17.1992038757468
"95","ranger","max","hudgins",3,1985,221,0.628361047941829,0.541275380580891,0.702109454474656,16.3195748053996
"96","ranger","same","hudgins",3,993,110,0.551460439420142,0.40615725271132,0.669565115100274,17.6223465286118
"97","lm","max","all",4,993,110,0.2249964199431,0.0394154750056718,0.395572928771976,21.5694941490087
"98","lm","same","all",4,993,110,0.269033719436818,0.0861310415468258,0.434392958187053,20.6008007830888
"99","lm","max","du",4,993,110,0.217173268995346,0.0312005365992342,0.388612267495872,21.6128735931326
"100","lm","same","du",4,993,110,0.267015743046343,0.0839726066234537,0.432627388825586,20.613687211839
"101","lm","max","rms",4,993,110,0.188166942735534,0.000959274456640885,0.362631923624522,21.4413084322667
"102","lm","same","rms",4,993,110,0.251053713718394,0.0669598750573579,0.418616973169686,20.7901371623838
"103","lm","max","hudgins",4,993,110,0.219254463314684,0.0333835080027813,0.390465925888367,21.4469041967721
"104","lm","same","hudgins",4,993,110,0.247455265146778,0.0631392876800002,0.415447436774122,20.7484309306217
"105","knn","max","all",4,993,110,0.481733203833473,0.323688588028563,0.613625394622939,19.3205169384281
"106","knn","same","all",4,993,110,0.493650322110423,0.337615244159346,0.623280814344601,18.8178112051555
"107","knn","max","du",4,993,110,0.481733203833473,0.323688588028563,0.613625394622939,19.3205169384281
"108","knn","same","du",4,993,110,0.493650322110423,0.337615244159346,0.623280814344601,18.8178112051555
"109","knn","max","rms",4,993,110,0.538223457699939,0.390317289589557,0.659047590880263,18.5522678379086
"110","knn","same","rms",4,993,110,0.562376237872581,0.419285609957671,0.678202842081335,17.8031599621589
"111","knn","max","hudgins",4,993,110,0.231693705282239,0.0464681516633117,0.40151632164434,22.1099461649364
"112","knn","same","hudgins",4,993,110,0.476915287656851,0.318077617738672,0.609710621011743,18.9343677397992
"113","svmPoly","max","all",4,993,110,0.336583477909017,0.159386957886559,0.492769439221692,21.0961348819742
"114","svmPoly","same","all",4,993,110,0.499908937993395,0.344956688233105,0.62833585428231,18.9095364564631
"115","svmPoly","max","du",4,993,110,0.314727801744413,0.13546957033081,0.474034376937708,21.2925973043155
"116","svmPoly","same","du",4,993,110,0.473344926846388,0.313926722831421,0.606805356687554,19.2512425353552
"117","svmPoly","max","rms",4,993,110,0.326870112651579,0.148731559264247,0.484460813900989,21.2198672653214
"118","svmPoly","same","rms",4,993,110,0.438005945920969,0.273167752741888,0.577855796512434,19.6886368745157
"119","svmPoly","max","hudgins",4,993,110,0.296452426502992,0.115629335194519,0.458256883787647,21.4160259634223
"120","svmPoly","same","hudgins",4,993,110,0.43932664345863,0.274680435267558,0.578944074539839,19.7030537524124
"121","ranger","max","all",4,993,110,0.515956860831988,0.363868158709518,0.641248280203557,18.7284084014773
"122","ranger","same","all",4,993,110,0.611920986971448,0.479634606981395,0.717009650682199,16.9843761638594
"123","ranger","max","du",4,993,110,0.481846953410911,0.323821195837915,0.613717742986341,19.1386520893371
"124","ranger","same","du",4,993,110,0.593571920515289,0.45713727475417,0.702712970001764,17.3095949838691
"125","ranger","max","rms",4,993,110,0.58133763089759,0.442233507826626,0.69313139132022,17.9999971405486
"126","ranger","same","rms",4,993,110,0.567689227252102,0.425697232882872,0.682395489848889,17.6565365832578
"127","ranger","max","hudgins",4,993,110,0.430511749330411,0.264599561609487,0.571671014379981,19.729153959841
"128","ranger","same","hudgins",4,993,110,0.58960475406823,0.452296077801669,0.699610319296294,17.3420157036419
"129","lm","max","all",5,993,110,0.235091380109785,0.0500531985169837,0.404526071808431,25.2597194895975
"130","lm","same","all",5,993,110,0.373734719060226,0.200525773233371,0.524287276282605,19.1939878209934
"131","lm","max","du",5,993,110,0.235898129059369,0.0509051384571554,0.40524017255463,25.2310954518397
"132","lm","same","du",5,993,110,0.384474138314602,0.212532802733797,0.533322018241599,19.1252746234421
"133","lm","max","rms",5,993,110,0.129601307351391,-0.0590736843811128,0.309336192825225,25.8194352558759
"134","lm","same","rms",5,993,110,0.346197032627414,0.169973674894896,0.500964741805686,19.5092828908681
"135","lm","max","hudgins",5,993,110,0.203847764787452,0.0172652934681927,0.376710654428201,25.4501506411625
"136","lm","same","hudgins",5,993,110,0.361137504693397,0.186507671690544,0.51364625427715,19.3191143881675
"137","knn","max","all",5,993,110,0.400669900218269,0.230738935044114,0.546883092257371,24.03702447173
"138","knn","same","all",5,993,110,0.530846886558574,0.381527985736002,0.653165914594976,17.7310923623909
"139","knn","max","du",5,993,110,0.400669900218269,0.230738935044114,0.546883092257371,24.03702447173
"140","knn","same","du",5,993,110,0.530846886558574,0.381527985736002,0.653165914594976,17.7310923623909
"141","knn","max","rms",5,993,110,0.415906526437183,0.247976193485396,0.559571399035794,23.680448398703
"142","knn","same","rms",5,993,110,0.577719162628901,0.437840174287697,0.690289910004142,17.0349907276438
"143","knn","max","hudgins",5,993,110,0.344268609292793,0.16784677443318,0.499323033946867,24.6019238615193
"144","knn","same","hudgins",5,993,110,0.417347427502895,0.249611812686382,0.560767834586774,19.0022179578496
"145","svmPoly","max","all",5,993,110,0.315409324168327,0.136212240310053,0.474620776759356,25.039382022286
"146","svmPoly","same","all",5,993,110,0.434581114938464,0.26924886084888,0.575031356546296,18.9813636996487
"147","svmPoly","max","du",5,993,110,0.332724915799705,0.155149231503166,0.489472305663854,24.8924233579522
"148","svmPoly","same","du",5,993,110,0.431776887738896,0.266044171777834,0.572716229678981,19.0152079511444
"149","svmPoly","max","rms",5,993,110,0.363425823245357,0.189048824152455,0.515582718521536,24.7900652216445
"150","svmPoly","same","rms",5,993,110,0.392850556153612,0.221934099512468,0.540345345705705,19.4199488950564
"151","svmPoly","max","hudgins",5,993,110,0.296692959954261,0.115889531060247,0.458465205402987,25.15955637356
"152","svmPoly","same","hudgins",5,993,110,0.41783104608589,0.250161000340367,0.561169267484095,19.1173981117854
"153","ranger","max","all",5,993,110,0.530031071300802,0.380557584035241,0.652514520186917,22.3008018255439
"154","ranger","same","all",5,993,110,0.643121465106517,0.518292234761521,0.741118212682846,15.8880957576474
"155","ranger","max","du",5,993,110,0.494264393363802,0.338334719403073,0.623777275163223,22.7065154469684
"156","ranger","same","du",5,993,110,0.611007224731838,0.478510135943071,0.716299778212459,16.4146634683712
"157","ranger","max","rms",5,993,110,0.53552140545468,0.38709461862855,0.656894835381388,22.0792489651746
"158","ranger","same","rms",5,993,110,0.637906378600321,0.511794999881141,0.73710603790564,15.9539890967071
"159","ranger","max","hudgins",5,993,110,0.38296547977064,0.210842931571465,0.532054877237332,24.1310154262214
"160","ranger","same","hudgins",5,993,110,0.58023122348071,0.44088946347794,0.692262929324563,16.8572121431332
"161","lm","max","all",6,993,110,0.296107571799361,0.115256333621564,0.457958180429462,19.1229627367518
"162","lm","same","all",6,993,110,0.223519102418999,0.0378622488771052,0.394259982191377,22.1308390696354
"163","lm","max","du",6,993,110,0.306042642757808,0.12602276948498,0.466549041735608,19.0475803819784
"164","lm","same","du",6,993,110,0.20539260340144,0.0188771136021387,0.37809335077638,22.19174502932
"165","lm","max","rms",6,993,110,0.263406171532041,0.0801160749683283,0.429466128607942,19.2534254797226
"166","lm","same","rms",6,993,110,0.11862146129263,-0.070178734561501,0.299217060223901,22.486779279053
"167","lm","max","hudgins",6,993,110,0.281303371128638,0.0992917668118144,0.445100649088239,19.1734175575643
"168","lm","same","hudgins",6,993,110,0.152249103911836,-0.0360191731635309,0.33008084141218,22.4416513869796
"169","knn","max","all",6,993,110,0.639244989739119,0.513461338461604,0.738136552625695,15.6035893306636
"170","knn","same","all",6,993,110,0.606896321864161,0.473456650042938,0.713103452054342,18.0044741914084
"171","knn","max","du",6,993,110,0.639244989739119,0.513461338461604,0.738136552625695,15.6035893306636
"172","knn","same","du",6,993,110,0.606896321864161,0.473456650042938,0.713103452054342,18.0044741914084
"173","knn","max","rms",6,993,110,0.585304425265577,0.44705744097532,0.696242416115941,16.8843014769234
"174","knn","same","rms",6,993,110,0.591257496922946,0.454311963631269,0.700903404564632,18.1513376232694
"175","knn","max","hudgins",6,993,110,0.483898741398903,0.326214210671281,0.61538288161941,17.6890897477484
"176","knn","same","hudgins",6,993,110,0.38810330750192,0.216602106939079,0.536367468670738,20.8589297303325
"177","svmPoly","max","all",6,993,110,0.31247364783162,0.133014603363652,0.472093836419038,19.7626644519079
"178","svmPoly","same","all",6,993,110,0.407425223667223,0.238368121763283,0.552516891022192,20.6788557407883
"179","svmPoly","max","du",6,993,110,0.291864462978122,0.110671074864889,0.454279926319655,19.8638558243121
"180","svmPoly","same","du",6,993,110,0.403800522496068,0.234271936272659,0.549495613323537,20.7222145641949
"181","svmPoly","max","rms",6,993,110,0.281072782216672,0.0990438430469379,0.444899845730954,20.0319841854577
"182","svmPoly","same","rms",6,993,110,0.380786105254809,0.208403596507086,0.5302232136592,21.0018401020793
"183","svmPoly","max","hudgins",6,993,110,0.25719408937148,0.0734917970540506,0.424016045807901,20.1229834701782
"184","svmPoly","same","hudgins",6,993,110,0.332283950833872,0.15466535055979,0.489095216410085,21.5549878774319
"185","ranger","max","all",6,993,110,0.647414659013414,0.523651762420786,0.744415894003485,15.1923342408165
"186","ranger","same","all",6,993,110,0.636726515236206,0.510327061078492,0.73619735067639,17.4633818596331
"187","ranger","max","du",6,993,110,0.622441424980331,0.492612377271702,0.72516696877058,15.5769988222742
"188","ranger","same","du",6,993,110,0.615727553045582,0.484323627044454,0.719964505819758,17.8377142031229
"189","ranger","max","rms",6,993,110,0.599708805883732,0.464642175084143,0.707504355930966,15.9411139839961
"190","ranger","same","rms",6,993,110,0.663544635740409,0.543875992955172,0.756763483101211,17.1624528223563
"191","ranger","max","hudgins",6,993,110,0.565422711693026,0.422960296468556,0.680607833395841,16.4248554197363
"192","ranger","same","hudgins",6,993,110,0.569204590460503,0.42752856379735,0.683589929167991,18.5298745474268
"193","lm","max","all",7,993,110,0.191620145664416,0.00454162981271075,0.365739169389249,20.4090354666468
"194","lm","same","all",7,993,110,0.266957040931897,0.0839098443263595,0.432576010109207,22.3988002175918
"195","lm","max","du",7,993,110,0.179604586947172,-0.00790264037811502,0.354910612761828,20.4221718738202
"196","lm","same","du",7,993,110,0.220685061523326,0.0348850962834329,0.391739312913806,22.7446264167302
"197","lm","max","rms",7,993,110,0.15838250767316,-0.0297409492281699,0.335669437128377,20.2391880028284
"198","lm","same","rms",7,993,110,0.180577503711073,-0.00689716656621382,0.355789169911327,22.8370802700078
"199","lm","max","hudgins",7,993,110,0.147896429595957,-0.0404656244735364,0.326107222183618,20.5010129405661
"200","lm","same","hudgins",7,993,110,0.211209374342471,0.0249547995517645,0.383292705189635,22.7754376540785
"201","knn","max","all",7,993,110,0.539154497021037,0.3914285573933,0.659788902077401,17.350148053719
"202","knn","same","all",7,993,110,0.390189478876646,0.218943983641807,0.538116352529298,22.494823646988
"203","knn","max","du",7,993,110,0.539154497021037,0.3914285573933,0.659788902077401,17.350148053719
"204","knn","same","du",7,993,110,0.39969506608826,0.229639719554456,0.546069006144219,21.7551521304719
"205","knn","max","rms",7,993,110,0.551366484343924,0.40604451333759,0.669490629046265,17.0524890864802
"206","knn","same","rms",7,993,110,0.364585726655814,0.190337776638446,0.51656368069995,22.1121194281093
"207","knn","max","hudgins",7,993,110,0.46320214492246,0.302167896541486,0.598532499074248,18.2477186741951
"208","knn","same","hudgins",7,993,110,0.188190523954934,0.000983721348431082,0.362653155535108,24.2000918271903
"209","svmPoly","max","all",7,993,110,0.271098186883375,0.0883409816610594,0.436197889537631,19.8931068923194
"210","svmPoly","same","all",7,993,110,0.277399559348157,0.0950975253351188,0.441698876499132,22.697305367373
"211","svmPoly","max","du",7,993,110,0.254126187817055,0.0702262968236798,0.421320001131859,20.1373052362852
"212","svmPoly","same","du",7,993,110,0.245609723477145,0.0611819110021621,0.413820287778055,23.1345771624211
"213","svmPoly","max","rms",7,993,110,0.253528951832137,0.0695910518188122,0.420794811585174,19.949630787894
"214","svmPoly","same","rms",7,993,110,0.251967993821759,0.0679314561852044,0.419421627100878,22.9312378570778
"215","svmPoly","max","hudgins",7,993,110,0.232122218806287,0.0469200336880767,0.40189611249201,20.1122483540859
"216","svmPoly","same","hudgins",7,993,110,0.208103190918397,0.0217075722723548,0.380517581445733,23.7915186233423
"217","ranger","max","all",7,993,110,0.614282482749454,0.482542665146785,0.718843211715629,16.3098036476086
"218","ranger","same","all",7,993,110,0.471980331159108,0.31234185445747,0.605694018858368,20.4874039285549
"219","ranger","max","du",7,993,110,0.596629445401136,0.460873946322024,0.705101376964172,16.6616865888126
"220","ranger","same","du",7,993,110,0.435710985988367,0.270541120469224,0.575963525417435,20.9901269895175
"221","ranger","max","rms",7,993,110,0.570951347055459,0.429640979563947,0.684965997590596,16.8517594450034
"222","ranger","same","rms",7,993,110,0.482281553793523,0.324327904615266,0.6140705430186,20.3210681201615
"223","ranger","max","hudgins",7,993,110,0.573020129942471,0.432144835559485,0.686594701933888,16.9531992646247
"224","ranger","same","hudgins",7,993,110,0.41045879043723,0.241800910546588,0.555042516265198,21.2491410533121
